run_ID,Time,CH4_aq,H2_aq,HCO3,HS,SO4,pH,Temp,CH4_g,CO2_g,H2_g,H2S_g,Biomass_MET,Biomass_SRB,TDS_initial
4,31.5,6.39E-07,28.93893,3.65978,6.23E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.61E-10,1.04E-06,1.23E-06,255488
4,32,6.40E-07,28.93893,3.65978,6.29E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.68E-10,1.04E-06,1.24E-06,255488
4,32.5,6.40E-07,28.93893,3.65978,6.36E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.75E-10,1.04E-06,1.24E-06,255488
4,33,6.40E-07,28.93893,3.65978,6.42E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.82E-10,1.04E-06,1.25E-06,255488
4,33.5,6.41E-07,28.93893,3.65978,6.49E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.88E-10,1.04E-06,1.25E-06,255488
4,34,6.41E-07,28.93893,3.65978,6.55E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,6.95E-10,1.04E-06,1.26E-06,255488
4,34.5,6.41E-07,28.93893,3.65978,6.62E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.02E-10,1.04E-06,1.26E-06,255488
4,35,6.42E-07,28.93893,3.65978,6.68E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.09E-10,1.04E-06,1.26E-06,255488
4,35.5,6.42E-07,28.93893,3.65978,6.75E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.16E-10,1.04E-06,1.27E-06,255488
4,36,6.43E-07,28.93893,3.65978,6.81E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.23E-10,1.04E-06,1.27E-06,255488
4,36.5,6.43E-07,28.93893,3.65978,6.88E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.30E-10,1.04E-06,1.28E-06,255488
4,37,6.43E-07,28.93893,3.65978,6.94E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.37E-10,1.04E-06,1.28E-06,255488
4,37.5,6.44E-07,28.93893,3.65978,7.01E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.44E-10,1.04E-06,1.29E-06,255488
4,38,6.44E-07,28.93893,3.65978,7.08E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.51E-10,1.04E-06,1.29E-06,255488
4,38.5,6.44E-07,28.93893,3.65978,7.14E-08,13.41199,6.10264,28.2,1.04E-06,0.03806,91,7.58E-10,1.04E-06,1.29E-06,255488
4,39,6.45E-07,28.93893,3.65978,7.21E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,7.65E-10,1.05E-06,1.30E-06,255488
4,39.5,6.45E-07,28.93893,3.65978,7.28E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,7.73E-10,1.05E-06,1.30E-06,255488
4,40,6.45E-07,28.93893,3.65978,7.35E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,7.80E-10,1.05E-06,1.31E-06,255488
4,40.5,6.46E-07,28.93893,3.65978,7.41E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,7.87E-10,1.05E-06,1.31E-06,255488
4,41,6.46E-07,28.93893,3.65978,7.48E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,7.94E-10,1.05E-06,1.32E-06,255488
4,41.5,6.47E-07,28.93893,3.65978,7.55E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.01E-10,1.05E-06,1.32E-06,255488
4,42,6.47E-07,28.93893,3.65978,7.62E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.09E-10,1.05E-06,1.32E-06,255488
4,42.5,6.47E-07,28.93893,3.65978,7.69E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.16E-10,1.05E-06,1.33E-06,255488
4,43,6.48E-07,28.93893,3.65978,7.76E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.23E-10,1.05E-06,1.33E-06,255488
4,43.5,6.48E-07,28.93893,3.65978,7.83E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.31E-10,1.05E-06,1.34E-06,255488
4,44,6.48E-07,28.93893,3.65978,7.90E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.38E-10,1.05E-06,1.34E-06,255488
4,44.5,6.49E-07,28.93893,3.65978,7.96E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.45E-10,1.05E-06,1.35E-06,255488
4,45,6.49E-07,28.93893,3.65978,8.03E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.53E-10,1.05E-06,1.35E-06,255488
4,45.5,6.50E-07,28.93893,3.65978,8.10E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.60E-10,1.05E-06,1.36E-06,255488
4,46,6.50E-07,28.93893,3.65978,8.18E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.68E-10,1.05E-06,1.36E-06,255488
4,46.5,6.50E-07,28.93893,3.65978,8.25E-08,13.41199,6.10264,28.2,1.05E-06,0.03806,91,8.75E-10,1.05E-06,1.36E-06,255488
4,47,6.51E-07,28.93893,3.65978,8.32E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,8.83E-10,1.05E-06,1.37E-06,255488
4,47.5,6.51E-07,28.93893,3.65978,8.39E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,8.90E-10,1.06E-06,1.37E-06,255488
4,48,6.51E-07,28.93893,3.65978,8.46E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,8.98E-10,1.06E-06,1.38E-06,255488
4,48.5,6.52E-07,28.93893,3.65978,8.53E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,9.05E-10,1.06E-06,1.38E-06,255488
4,49,6.52E-07,28.93893,3.65978,8.60E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,9.13E-10,1.06E-06,1.39E-06,255488
4,49.5,6.53E-07,28.93893,3.65978,8.67E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,9.21E-10,1.06E-06,1.39E-06,255488
4,50,6.53E-07,28.93893,3.65978,8.75E-08,13.41199,6.10264,28.2,1.06E-06,0.03806,91,9.28E-10,1.06E-06,1.40E-06,255488
5,0,5.79E-07,27.18318,4.4238,2.51E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,2.84E-10,1.00E-06,1.00E-06,319360
5,0.5,5.80E-07,27.18318,4.4238,2.56E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,2.89E-10,1.00E-06,1.00E-06,319360
5,1,5.80E-07,27.18318,4.4238,2.61E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,2.95E-10,1.00E-06,1.01E-06,319360
5,1.5,5.80E-07,27.18318,4.4238,2.66E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.00E-10,1.00E-06,1.01E-06,319360
5,2,5.81E-07,27.18318,4.4238,2.71E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.06E-10,1.00E-06,1.01E-06,319360
5,2.5,5.81E-07,27.18318,4.4238,2.76E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.11E-10,1.00E-06,1.02E-06,319360
5,3,5.81E-07,27.18318,4.4238,2.81E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.17E-10,1.00E-06,1.02E-06,319360
5,3.5,5.82E-07,27.18318,4.4238,2.86E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.23E-10,1.00E-06,1.02E-06,319360
5,4,5.82E-07,27.18318,4.4238,2.91E-08,16.21187,6.10372,28.2,1.00E-06,0.04301,91,3.28E-10,1.00E-06,1.03E-06,319360
5,4.5,5.82E-07,27.18318,4.4238,2.96E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.34E-10,1.01E-06,1.03E-06,319360
5,5,5.83E-07,27.18318,4.4238,3.01E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.40E-10,1.01E-06,1.03E-06,319360
5,5.5,5.83E-07,27.18318,4.4238,3.06E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.45E-10,1.01E-06,1.04E-06,319360
5,6,5.83E-07,27.18318,4.4238,3.11E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.51E-10,1.01E-06,1.04E-06,319360
5,6.5,5.84E-07,27.18318,4.4238,3.16E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.57E-10,1.01E-06,1.04E-06,319360
5,7,5.84E-07,27.18318,4.4238,3.21E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.62E-10,1.01E-06,1.05E-06,319360
5,7.5,5.84E-07,27.18318,4.4238,3.26E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.68E-10,1.01E-06,1.05E-06,319360
5,8,5.85E-07,27.18318,4.4238,3.31E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.74E-10,1.01E-06,1.06E-06,319360
5,8.5,5.85E-07,27.18318,4.4238,3.36E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.80E-10,1.01E-06,1.06E-06,319360
5,9,5.85E-07,27.18318,4.4238,3.41E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.86E-10,1.01E-06,1.06E-06,319360
5,9.5,5.86E-07,27.18318,4.4238,3.47E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.92E-10,1.01E-06,1.07E-06,319360
5,10,5.86E-07,27.18318,4.4238,3.52E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,3.97E-10,1.01E-06,1.07E-06,319360
5,10.5,5.86E-07,27.18318,4.4238,3.57E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.03E-10,1.01E-06,1.07E-06,319360
5,11,5.87E-07,27.18318,4.4238,3.62E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.09E-10,1.01E-06,1.08E-06,319360
5,11.5,5.87E-07,27.18318,4.4238,3.68E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.15E-10,1.01E-06,1.08E-06,319360
5,12,5.87E-07,27.18318,4.4238,3.73E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.21E-10,1.01E-06,1.08E-06,319360
5,12.5,5.88E-07,27.18318,4.4238,3.78E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.27E-10,1.01E-06,1.09E-06,319360
5,13,5.88E-07,27.18318,4.4238,3.83E-08,16.21187,6.10372,28.2,1.01E-06,0.04301,91,4.33E-10,1.01E-06,1.09E-06,319360
5,13.5,5.88E-07,27.18318,4.4238,3.89E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.39E-10,1.02E-06,1.09E-06,319360
5,14,5.89E-07,27.18318,4.4238,3.94E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.45E-10,1.02E-06,1.10E-06,319360
5,14.5,5.89E-07,27.18318,4.4238,3.99E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.51E-10,1.02E-06,1.10E-06,319360
5,15,5.89E-07,27.18318,4.4238,4.05E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.57E-10,1.02E-06,1.11E-06,319360
5,15.5,5.90E-07,27.18318,4.4238,4.10E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.63E-10,1.02E-06,1.11E-06,319360
5,16,5.90E-07,27.18318,4.4238,4.16E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.69E-10,1.02E-06,1.11E-06,319360
5,16.5,5.90E-07,27.18318,4.4238,4.21E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.76E-10,1.02E-06,1.12E-06,319360
5,17,5.91E-07,27.18318,4.4238,4.26E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.82E-10,1.02E-06,1.12E-06,319360
5,17.5,5.91E-07,27.18318,4.4238,4.32E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.88E-10,1.02E-06,1.12E-06,319360
5,18,5.91E-07,27.18318,4.4238,4.37E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,4.94E-10,1.02E-06,1.13E-06,319360
5,18.5,5.92E-07,27.18318,4.4238,4.43E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.00E-10,1.02E-06,1.13E-06,319360
5,19,5.92E-07,27.18318,4.4238,4.48E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.06E-10,1.02E-06,1.14E-06,319360
5,19.5,5.92E-07,27.18318,4.4238,4.54E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.13E-10,1.02E-06,1.14E-06,319360
5,20,5.93E-07,27.18318,4.4238,4.59E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.19E-10,1.02E-06,1.14E-06,319360
5,20.5,5.93E-07,27.18318,4.4238,4.65E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.25E-10,1.02E-06,1.15E-06,319360
5,21,5.93E-07,27.18318,4.4238,4.71E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.32E-10,1.02E-06,1.15E-06,319360
5,21.5,5.94E-07,27.18318,4.4238,4.76E-08,16.21187,6.10372,28.2,1.02E-06,0.04301,91,5.38E-10,1.02E-06,1.15E-06,319360
5,22,5.94E-07,27.18318,4.4238,4.82E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.44E-10,1.03E-06,1.16E-06,319360
5,22.5,5.94E-07,27.18318,4.4238,4.88E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.51E-10,1.03E-06,1.16E-06,319360
5,23,5.95E-07,27.18318,4.4238,4.93E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.57E-10,1.03E-06,1.17E-06,319360
5,23.5,5.95E-07,27.18318,4.4238,4.99E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.64E-10,1.03E-06,1.17E-06,319360
5,24,5.95E-07,27.18318,4.4238,5.05E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.70E-10,1.03E-06,1.17E-06,319360
5,24.5,5.96E-07,27.18318,4.4238,5.10E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.76E-10,1.03E-06,1.18E-06,319360
5,25,5.96E-07,27.18318,4.4238,5.16E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.83E-10,1.03E-06,1.18E-06,319360
5,25.5,5.96E-07,27.18318,4.4238,5.22E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.89E-10,1.03E-06,1.19E-06,319360
5,26,5.97E-07,27.18318,4.4238,5.28E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,5.96E-10,1.03E-06,1.19E-06,319360
5,26.5,5.97E-07,27.18318,4.4238,5.33E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.03E-10,1.03E-06,1.19E-06,319360
5,27,5.97E-07,27.18318,4.4238,5.39E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.09E-10,1.03E-06,1.20E-06,319360
5,27.5,5.98E-07,27.18318,4.4238,5.45E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.16E-10,1.03E-06,1.20E-06,319360
5,28,5.98E-07,27.18318,4.4238,5.51E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.22E-10,1.03E-06,1.21E-06,319360
5,28.5,5.98E-07,27.18318,4.4238,5.57E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.29E-10,1.03E-06,1.21E-06,319360
5,29,5.99E-07,27.18318,4.4238,5.63E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.36E-10,1.03E-06,1.21E-06,319360
5,29.5,5.99E-07,27.18318,4.4238,5.69E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.42E-10,1.03E-06,1.22E-06,319360
5,30,5.99E-07,27.18318,4.4238,5.75E-08,16.21187,6.10372,28.2,1.03E-06,0.04301,91,6.49E-10,1.03E-06,1.22E-06,319360
5,30.5,6.00E-07,27.18318,4.4238,5.81E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.56E-10,1.04E-06,1.23E-06,319360
5,31,6.00E-07,27.18318,4.4238,5.87E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.62E-10,1.04E-06,1.23E-06,319360
5,31.5,6.00E-07,27.18318,4.4238,5.93E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.69E-10,1.04E-06,1.23E-06,319360
5,32,6.01E-07,27.18318,4.4238,5.99E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.76E-10,1.04E-06,1.24E-06,319360
5,32.5,6.01E-07,27.18318,4.4238,6.05E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.83E-10,1.04E-06,1.24E-06,319360
5,33,6.01E-07,27.18318,4.4238,6.11E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.90E-10,1.04E-06,1.25E-06,319360
5,33.5,6.02E-07,27.18318,4.4238,6.17E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,6.97E-10,1.04E-06,1.25E-06,319360
5,34,6.02E-07,27.18318,4.4238,6.23E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.04E-10,1.04E-06,1.26E-06,319360
5,34.5,6.03E-07,27.18318,4.4238,6.29E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.10E-10,1.04E-06,1.26E-06,319360
5,35,6.03E-07,27.18318,4.4238,6.35E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.17E-10,1.04E-06,1.26E-06,319360
5,35.5,6.03E-07,27.18318,4.4238,6.41E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.24E-10,1.04E-06,1.27E-06,319360
5,36,6.04E-07,27.18318,4.4238,6.47E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.31E-10,1.04E-06,1.27E-06,319360
5,36.5,6.04E-07,27.18318,4.4238,6.54E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.38E-10,1.04E-06,1.28E-06,319360
5,37,6.04E-07,27.18318,4.4238,6.60E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.45E-10,1.04E-06,1.28E-06,319360
5,37.5,6.05E-07,27.18318,4.4238,6.66E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.52E-10,1.04E-06,1.29E-06,319360
5,38,6.05E-07,27.18318,4.4238,6.72E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.59E-10,1.04E-06,1.29E-06,319360
5,38.5,6.05E-07,27.18318,4.4238,6.79E-08,16.21187,6.10372,28.2,1.04E-06,0.04301,91,7.67E-10,1.04E-06,1.29E-06,319360
5,39,6.06E-07,27.18318,4.4238,6.85E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,7.74E-10,1.05E-06,1.30E-06,319360
5,39.5,6.06E-07,27.18318,4.4238,6.91E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,7.81E-10,1.05E-06,1.30E-06,319360
5,40,6.06E-07,27.18318,4.4238,6.98E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,7.88E-10,1.05E-06,1.31E-06,319360
5,40.5,6.07E-07,27.18318,4.4238,7.04E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,7.95E-10,1.05E-06,1.31E-06,319360
5,41,6.07E-07,27.18318,4.4238,7.10E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.02E-10,1.05E-06,1.32E-06,319360
5,41.5,6.07E-07,27.18318,4.4238,7.17E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.10E-10,1.05E-06,1.32E-06,319360
5,42,6.08E-07,27.18318,4.4238,7.23E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.17E-10,1.05E-06,1.32E-06,319360
5,42.5,6.08E-07,27.18318,4.4238,7.30E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.24E-10,1.05E-06,1.33E-06,319360
5,43,6.08E-07,27.18318,4.4238,7.36E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.32E-10,1.05E-06,1.33E-06,319360
5,43.5,6.09E-07,27.18318,4.4238,7.43E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.39E-10,1.05E-06,1.34E-06,319360
5,44,6.09E-07,27.18318,4.4238,7.49E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.46E-10,1.05E-06,1.34E-06,319360
5,44.5,6.09E-07,27.18318,4.4238,7.56E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.54E-10,1.05E-06,1.35E-06,319360
5,45,6.10E-07,27.18318,4.4238,7.62E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.61E-10,1.05E-06,1.35E-06,319360
5,45.5,6.10E-07,27.18318,4.4238,7.69E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.69E-10,1.05E-06,1.36E-06,319360
5,46,6.10E-07,27.18318,4.4238,7.76E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.76E-10,1.05E-06,1.36E-06,319360
5,46.5,6.11E-07,27.18318,4.4238,7.82E-08,16.21187,6.10372,28.2,1.05E-06,0.04301,91,8.84E-10,1.05E-06,1.37E-06,319360
5,47,6.11E-07,27.18318,4.4238,7.89E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,8.91E-10,1.05E-06,1.37E-06,319360
5,47.5,6.12E-07,27.18318,4.4238,7.96E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,8.99E-10,1.06E-06,1.37E-06,319360
5,48,6.12E-07,27.18318,4.4238,8.02E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,9.06E-10,1.06E-06,1.38E-06,319360
5,48.5,6.12E-07,27.18318,4.4238,8.09E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,9.14E-10,1.06E-06,1.38E-06,319360
5,49,6.13E-07,27.18318,4.4238,8.16E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,9.21E-10,1.06E-06,1.39E-06,319360
5,49.5,6.13E-07,27.18318,4.4238,8.22E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,9.29E-10,1.06E-06,1.39E-06,319360
5,50,6.13E-07,27.18318,4.4238,8.29E-08,16.21187,6.10372,28.2,1.06E-06,0.04301,91,9.37E-10,1.06E-06,1.40E-06,319360
